A|A1|44
S|YU|039050000|0065585000|INDUD|038618333|0066238333|127|127|4004
S|INDUD|038618333|0066238333|REBNA|038593333|0066855000|127|89|2895
S|REBNA|038593333|0066855000|OKDOR|038575000|0067228333|89|89|1754
S|OKDOR|038575000|0067228333|ROBRA|038560000|0067531667|90|90|1426
S|ROBRA|038560000|0067531667|PINUD|038553333|0067691667|90|90|752
S|PINUD|038553333|0067691667|SOPNO|038543333|0068070000|90|88|1776
S|SOPNO|038543333|0068070000|PR|038533333|0068401667|88|88|1558
S|PR|038533333|0068401667|DNB|038541667|0068811667|88|84|1925
S|DNB|038541667|0068811667|NAVOX|038083333|0069333333|85|134|3687
S|NAVOX|038083333|0069333333|KYLOB|037988334|0069806667|135|0|2308

A|A107|21
S|KYLOB|037988334|0069806667|NAVOX|038083333|0069333333|0|281|2308
S|NAVOX|038083333|0069333333|DNB|038541667|0068811667|280|315|3687
S|DNB|038541667|0068811667|PR|038533333|0068401667|314|265|1925
S|PR|038533333|0068401667|SOPNO|038543333|0068070000|264|268|1558
S|SOPNO|038543333|0068070000|PINUD|038553333|0067691667|268|268|1776
S|PINUD|038553333|0067691667|ROBRA|038560000|0067531667|268|270|752
S|ROBRA|038560000|0067531667|OKDOR|038575000|0067228333|270|270|1426
S|OKDOR|038575000|0067228333|REBNA|038593333|0066855000|270|270|1754
S|REBNA|038593333|0066855000|INDUD|038618333|0066238333|269|269|2895
S|INDUD|038618333|0066238333|YU|039050000|0065585000|269|307|4004
S|YU|039050000|0065585000|TUDLI|039310000|0065195000|307|307|2392
S|TUDLI|039310000|0065195000|BUPOR|039775000|0064483333|306|306|4316
S|BUPOR|039775000|0064483333|KEMAB|040188333|0063648333|306|299|4570
S|KEMAB|040188333|0063648333|LURIB|040698333|0062586667|298|298|5733
S|LURIB|040698333|0062586667|IVLUS|041190000|0061523333|297|297|5650
S|IVLUS|041190000|0061523333|URG|041578333|0060656667|296|296|4544
S|URG|041578333|0060656667|DIDIR|042041667|0060136667|295|315|3624
